month,is_monsoon,rainfall_7day_mm,river_level_m,temperature_c,soil_moisture_pct,flood_risk_score,drought_risk_score
10,0,60.0,3.02,28.3,41.5,58.4,39.3
3,0,42.4,2.79,31.7,37.0,46.3,51.7
3,0,93.2,3.48,26.8,49.1,67.0,21.7
12,0,28.6,1.99,20.2,36.8,30.5,23.7
7,1,176.1,5.35,31.0,51.6,100.0,33.9
6,1,280.7,8.67,34.9,51.8,100.0,8.4
4,0,5.0,1.63,27.0,28.2,19.2,53.9
8,1,175.7,5.97,29.4,58.3,100.0,14.3
10,0,68.7,3.64,28.5,42.0,69.4,45.8
1,0,7.0,0.78,18.0,36.3,3.7,23.5
7,1,363.6,10.96,32.3,87.2,100.0,0.0
12,0,14.3,1.77,21.0,33.4,29.5,33.3
4,0,56.5,2.82,26.5,33.7,52.5,42.2
4,0,70.9,2.68,28.4,35.6,59.6,57.3
11,0,0.0,0.5,16.3,31.4,0.8,23.3
1,0,6.6,1.55,20.4,37.8,16.8,40.4
5,0,102.4,3.75,25.8,46.1,80.3,34.4
6,1,131.6,5.74,38.2,42.3,98.9,54.3
10,0,42.6,2.23,27.4,32.4,51.9,47.4
2,0,29.4,0.77,18.5,39.3,10.6,43.0
6,1,283.2,7.44,27.6,59.5,100.0,0.0
2,0,20.7,3.14,23.3,36.4,42.0,41.4
10,0,55.0,1.94,26.1,37.8,24.3,37.2
8,1,161.6,6.79,29.0,45.5,100.0,26.2
6,1,118.1,4.5,31.8,41.7,93.1,48.0
5,0,37.2,2.13,28.6,31.4,34.9,50.4
2,0,3.5,1.95,21.6,42.1,27.6,17.8
12,0,8.2,1.17,20.0,29.9,4.8,43.3
8,1,100.3,5.66,31.4,41.6,96.4,33.5
4,0,18.4,1.91,27.6,25.2,25.9,63.4
5,0,77.2,3.32,27.8,36.5,50.9,41.3
9,1,198.1,6.5,32.1,55.4,100.0,26.8
9,1,311.0,9.31,33.7,68.6,100.0,0.0
6,1,128.5,6.22,31.1,44.3,100.0,31.1
4,0,79.8,3.02,25.0,43.7,73.8,26.9
8,1,204.1,7.82,30.6,53.6,100.0,4.6
8,1,160.5,5.54,32.9,52.2,100.0,37.8
8,1,237.3,7.9,26.5,62.8,100.0,0.0
1,0,23.5,2.26,15.5,40.6,37.6,28.2
6,1,205.2,6.16,33.3,56.0,100.0,23.9
8,1,160.3,6.03,34.8,47.3,100.0,35.0
12,0,11.1,1.73,16.8,41.4,19.9,26.4
7,1,74.7,3.68,31.3,37.8,64.9,50.8
5,0,43.4,2.58,26.0,38.1,50.1,38.0
7,1,132.1,5.43,30.3,43.9,100.0,35.8
3,0,32.9,2.11,27.8,27.4,36.3,60.0
2,0,19.8,1.86,16.8,32.4,29.3,20.9
9,1,272.1,8.09,28.2,59.9,100.0,0.0
12,0,5.0,1.38,19.2,44.2,23.0,6.9
11,0,18.1,1.95,19.6,25.9,36.7,24.1
8,1,100.4,4.32,28.2,48.5,85.5,34.7
1,0,11.6,3.33,22.0,30.1,53.5,39.4
12,0,7.4,0.8,19.0,41.9,0.2,21.7
6,1,226.3,6.88,29.9,49.0,100.0,14.4
4,0,47.6,2.15,27.7,33.8,48.8,44.2
11,0,26.1,3.25,19.7,45.4,47.5,16.8
9,1,161.1,5.13,33.1,51.3,100.0,16.9
9,1,130.0,5.56,28.7,44.9,100.0,13.6
4,0,28.6,2.22,23.5,25.8,40.4,52.5
12,0,17.8,2.06,19.2,30.7,14.2,32.0
6,1,248.9,8.42,31.2,69.4,100.0,7.6
7,1,201.0,7.45,27.9,56.1,100.0,5.7
10,0,143.9,4.11,23.5,52.4,85.1,13.5
8,1,290.1,8.62,31.5,69.8,100.0,0.0
3,0,59.9,1.58,25.1,32.4,34.3,41.1
4,0,59.5,2.75,23.4,42.3,55.4,30.8
5,0,85.5,2.73,29.4,37.2,51.1,39.5
12,0,5.8,1.5,18.4,37.6,8.3,20.7
9,1,269.8,7.08,33.9,60.5,100.0,15.0
5,0,81.9,3.38,27.1,32.8,68.1,54.3
9,1,199.7,5.68,31.7,52.4,100.0,33.6
9,1,232.9,7.45,30.5,63.8,100.0,0.2
5,0,126.9,3.3,20.4,54.7,94.7,0.0
5,0,75.6,2.5,24.2,42.2,51.3,25.0
11,0,13.8,2.47,19.7,40.8,42.8,28.5
7,1,296.2,8.98,31.9,67.9,100.0,0.0
2,0,25.6,2.7,15.5,41.7,33.3,10.3
9,1,155.3,6.74,30.9,46.2,100.0,17.6
8,1,180.4,5.84,28.2,59.3,100.0,11.1
7,1,195.0,7.5,31.6,55.4,100.0,0.0
9,1,207.9,5.98,31.0,53.6,100.0,15.8
11,0,0.1,1.95,21.9,25.1,49.8,40.2
4,0,19.1,1.59,29.7,34.7,16.5,61.6
6,1,111.7,4.38,32.1,37.3,89.0,53.4
3,0,38.2,2.63,29.2,32.8,35.3,61.2
8,1,130.4,5.88,30.1,57.2,100.0,21.1
5,0,90.9,3.87,34.1,40.4,78.5,41.1
5,0,64.4,2.92,24.0,48.6,48.0,19.7
9,1,195.1,6.68,29.7,52.8,100.0,18.5
5,0,29.6,2.41,29.3,36.4,48.9,38.5
6,1,144.5,5.77,32.9,45.5,100.0,47.2
6,1,225.2,7.53,32.2,59.8,100.0,9.8
4,0,89.6,3.42,28.7,50.6,65.5,35.5
2,0,7.0,2.15,14.8,37.8,44.6,8.0
10,0,75.3,2.03,31.0,36.6,37.1,41.0
2,0,39.2,2.2,19.5,35.8,37.1,13.9
4,0,69.4,2.06,30.1,40.8,47.3,52.7
9,1,126.6,5.4,25.9,45.5,98.8,22.1
2,0,13.1,2.75,20.6,40.6,35.0,36.8
8,1,187.1,6.16,29.6,46.1,100.0,22.4
9,1,168.4,6.14,32.4,52.1,100.0,30.6
8,1,177.6,6.71,31.8,48.0,100.0,24.2
4,0,22.4,0.71,27.9,34.7,11.5,49.4
1,0,4.4,1.27,17.4,36.7,12.5,28.3
11,0,13.4,1.99,19.9,33.4,36.1,38.7
4,0,64.5,1.05,26.5,36.5,17.9,43.8
10,0,51.3,1.94,28.2,30.9,36.2,72.5
3,0,64.2,3.44,29.5,40.2,70.3,57.7
2,0,15.7,2.42,20.4,30.8,48.0,23.9
10,0,99.4,3.71,23.8,44.5,74.1,22.4
12,0,13.9,2.31,20.3,37.6,31.0,30.1
11,0,19.4,2.02,26.5,39.8,40.5,55.1
10,0,52.1,2.88,31.1,32.9,60.1,52.3
3,0,88.9,3.09,19.6,46.5,57.8,18.1
11,0,19.1,1.95,20.2,38.1,19.7,13.3
9,1,246.7,7.25,33.3,50.0,100.0,6.4
3,0,93.5,4.13,26.5,36.8,66.1,52.5
2,0,21.5,2.84,18.8,36.3,30.9,30.5
11,0,13.9,2.61,19.3,33.1,36.0,26.5
4,0,78.1,2.82,28.4,31.0,51.7,48.2
10,0,105.1,3.03,24.1,50.8,55.5,10.6
2,0,7.8,2.42,23.0,34.1,35.2,40.4
4,0,49.3,2.81,26.9,36.6,49.7,31.7
4,0,76.0,3.22,24.7,38.2,55.7,27.0
4,0,83.7,2.79,29.8,39.1,69.7,39.5
9,1,116.5,5.29,27.1,48.3,100.0,34.5
11,0,14.2,1.13,18.6,35.9,20.6,34.6
11,0,14.0,2.16,18.6,39.5,19.3,33.4
9,1,9.4,3.72,36.4,18.3,41.3,82.7
3,0,62.8,3.73,25.3,39.7,70.8,42.2
12,0,13.3,2.19,14.6,46.0,47.9,8.2
7,1,167.7,5.22,29.5,57.7,100.0,10.8
7,1,289.0,8.6,32.1,74.3,100.0,0.0
9,1,86.4,5.71,33.0,38.0,96.2,47.9
10,0,42.8,1.83,32.7,30.4,21.7,61.3
12,0,0.0,1.46,23.5,28.9,15.1,47.4
7,1,143.0,6.41,31.5,37.2,100.0,49.0
8,1,149.5,6.06,28.8,42.7,100.0,38.6
9,1,140.7,7.0,35.1,42.2,100.0,38.7
4,0,106.6,3.19,26.1,44.6,50.5,13.3
4,0,98.4,2.87,25.4,51.5,64.1,16.5
8,1,186.0,7.15,30.0,60.5,100.0,5.7
1,0,10.9,1.0,16.9,34.7,13.2,35.0
4,0,103.9,3.46,25.8,49.0,63.8,31.5
9,1,178.5,6.23,30.4,50.1,100.0,14.1
12,0,6.0,2.24,21.8,36.9,36.2,32.5
7,1,47.8,4.03,30.0,37.2,69.4,38.2
5,0,55.4,2.88,23.8,45.5,50.8,30.6
6,1,238.1,7.22,27.0,61.7,100.0,0.0
9,1,355.3,10.53,31.5,83.1,100.0,0.0
7,1,184.7,8.81,31.2,43.4,100.0,31.7
1,0,6.6,2.05,18.6,42.6,37.6,32.2
7,1,88.8,4.53,29.8,39.3,83.5,29.7
5,0,88.2,2.49,28.0,40.8,53.3,31.9
9,1,44.1,3.2,34.5,18.9,40.5,80.8
11,0,21.1,1.79,18.0,36.8,30.7,23.7
12,0,24.0,1.66,20.2,44.2,18.1,14.1
8,1,213.6,6.96,33.4,53.2,100.0,27.9
5,0,62.8,3.82,25.1,42.9,93.3,28.2
6,1,223.5,7.92,31.0,58.9,100.0,19.0
3,0,75.6,2.92,26.9,45.1,79.2,33.3
12,0,6.4,0.9,16.7,38.5,10.9,23.8
11,0,35.4,3.01,20.4,34.3,42.4,43.7
11,0,11.1,1.69,20.1,35.9,14.9,24.2
4,0,95.6,2.38,28.4,49.6,69.3,42.0
4,0,0.0,1.93,24.0,33.3,27.0,41.7
11,0,29.0,2.7,20.0,37.8,38.1,31.8
7,1,293.1,7.11,34.5,77.7,100.0,0.0
9,1,182.3,5.85,36.2,54.2,100.0,28.1
6,1,223.0,7.09,34.2,60.2,100.0,10.8
6,1,223.0,7.6,28.1,62.6,100.0,0.0
8,1,130.5,5.0,32.1,47.5,100.0,26.9
10,0,88.1,2.76,25.8,46.4,46.3,44.0
5,0,43.3,2.8,27.7,23.4,48.3,51.4
10,0,49.9,2.22,25.1,39.4,37.1,46.6
3,0,107.2,3.97,22.7,47.1,76.3,26.3
5,0,102.2,2.88,26.1,41.9,67.1,32.9
11,0,7.2,0.83,21.8,32.7,0.0,40.1
12,0,6.9,2.09,20.7,26.7,6.5,44.6
12,0,7.9,1.81,21.0,25.4,22.0,49.1
4,0,94.2,3.94,27.5,48.3,76.8,30.6
11,0,4.0,1.26,21.0,36.1,1.5,25.0
12,0,18.9,1.4,21.3,23.7,0.5,30.1
12,0,23.2,2.78,19.3,35.1,58.0,43.7
1,0,14.0,0.87,20.2,40.3,11.6,10.2
9,1,257.8,8.61,35.4,59.0,100.0,16.6
12,0,11.7,2.53,20.4,41.7,55.3,29.2
10,0,62.9,3.27,27.1,43.0,67.9,38.6
3,0,37.8,1.84,27.3,27.1,40.1,43.4
10,0,103.6,3.08,26.5,43.7,53.4,32.1
2,0,6.6,1.51,18.9,33.6,6.8,35.9
6,1,206.9,6.06,31.5,48.9,100.0,43.4
8,1,174.5,5.61,29.7,45.1,100.0,25.9
6,1,98.9,5.07,30.6,36.3,100.0,55.1
9,1,133.1,5.75,29.0,43.5,100.0,18.6
3,0,115.6,3.18,27.3,46.9,73.1,35.1
8,1,195.5,7.02,32.5,58.6,100.0,20.1
8,1,102.3,5.02,30.5,43.5,100.0,40.6
8,1,203.5,7.68,26.0,63.5,100.0,1.6
4,0,65.2,3.15,28.5,35.7,60.0,58.8
4,0,184.0,5.81,27.3,58.8,100.0,10.6
4,0,79.4,3.37,24.5,41.6,61.4,23.9
6,1,150.7,6.3,32.9,44.0,100.0,31.3
8,1,289.3,7.71,27.5,80.9,100.0,0.0
5,0,9.2,1.61,29.6,16.0,12.6,73.3
5,0,73.1,2.94,26.9,30.1,48.1,32.0
4,0,135.8,4.07,21.3,55.2,82.6,9.2
3,0,66.2,3.09,27.4,36.6,44.9,33.3
8,1,46.5,4.01,30.0,25.8,81.7,61.6
10,0,56.9,2.87,25.6,32.8,45.0,35.6
4,0,118.0,3.75,25.2,43.0,79.7,22.5
11,0,19.1,1.44,19.7,41.6,5.3,24.2
7,1,115.4,5.67,29.8,49.5,100.0,42.9
3,0,47.4,2.66,22.4,47.4,48.6,29.3
5,0,51.5,1.92,30.2,25.6,25.6,68.0
1,0,19.0,1.76,19.4,30.5,18.9,58.8
1,0,29.7,1.05,18.2,32.7,18.7,30.2
5,0,104.7,3.62,24.2,52.8,51.3,29.7
6,1,215.1,6.88,32.9,58.0,100.0,11.2
10,0,26.1,1.68,23.8,35.3,22.2,50.9
2,0,0.4,2.46,20.3,34.9,32.0,31.0
11,0,20.9,1.22,18.5,38.0,34.9,28.1
3,0,25.6,2.44,25.7,27.7,32.1,54.8
2,0,12.5,3.06,17.2,40.7,55.2,30.4
9,1,203.4,7.41,29.4,56.0,100.0,2.1
10,0,32.5,2.13,27.0,27.2,35.7,45.8
8,1,101.1,4.04,31.6,42.8,74.2,46.5
2,0,14.0,0.96,18.0,35.5,0.0,27.0
2,0,20.5,1.66,19.8,38.4,28.8,19.6
5,0,105.0,3.19,29.2,41.8,77.7,35.9
6,1,226.7,6.8,26.8,67.0,100.0,0.0
12,0,15.8,1.62,20.0,37.5,30.9,34.0
4,0,45.4,2.35,24.6,32.7,58.4,45.9
3,0,34.7,2.48,24.4,37.3,46.3,43.2
12,0,9.4,0.94,20.7,36.7,0.0,29.4
2,0,19.5,1.48,18.6,40.6,20.3,23.6
1,0,18.7,1.78,17.0,44.4,37.1,28.0
6,1,18.3,2.95,34.3,22.2,39.6,70.0
5,0,44.1,3.48,29.3,36.5,70.9,46.3
8,1,272.7,8.29,26.2,61.4,100.0,0.0
11,0,15.9,0.85,16.3,38.7,10.2,23.4
12,0,0.0,1.75,21.5,31.4,16.6,45.2
4,0,147.7,4.78,26.3,58.4,100.0,0.0
12,0,14.7,1.72,23.8,32.4,23.1,36.0
8,1,209.6,6.16,32.5,58.4,100.0,5.1
1,0,19.4,2.94,20.7,27.5,39.4,47.0
12,0,11.0,1.08,17.4,35.9,0.2,13.5
2,0,7.0,2.04,21.2,29.8,22.0,41.3
8,1,343.4,9.69,27.8,91.6,100.0,0.0
10,0,103.1,3.92,30.3,37.9,84.6,43.3
3,0,97.1,4.47,28.1,42.5,94.7,31.1
4,0,89.0,3.62,24.9,44.0,74.8,30.7
6,1,102.7,4.42,33.0,31.1,73.5,61.0
11,0,29.1,2.74,25.6,31.2,41.1,46.4
3,0,42.2,1.96,26.5,37.2,20.6,25.1
8,1,201.8,6.83,32.4,54.8,100.0,29.0
6,1,53.8,3.0,29.9,22.6,53.4,62.3
2,0,0.0,0.88,20.2,31.0,11.5,39.7
9,1,204.5,6.82,27.2,64.0,100.0,0.0
10,0,43.3,2.59,27.0,37.8,53.0,41.2
7,1,26.8,2.22,31.1,35.2,35.0,50.0
3,0,87.8,3.56,31.5,33.0,64.4,40.5
2,0,38.3,1.77,15.5,49.7,37.5,9.7
6,1,287.0,9.21,30.3,68.6,100.0,0.0
7,1,160.2,5.69,34.2,54.6,100.0,26.5
7,1,180.7,5.64,30.4,52.8,100.0,25.9
3,0,99.3,3.53,26.6,33.4,65.4,39.4
7,1,266.4,7.48,28.9,71.1,100.0,0.0
4,0,58.7,3.43,24.7,36.8,63.9,31.9
9,1,182.6,6.35,26.4,54.4,100.0,6.3
10,0,79.9,3.01,25.4,34.4,58.1,35.1
8,1,222.6,7.51,28.5,68.7,100.0,3.2
1,0,13.5,1.17,20.3,33.2,5.7,28.2
12,0,13.7,1.0,18.0,45.5,8.1,34.6
1,0,30.2,2.35,18.8,37.3,46.0,32.6
12,0,28.3,1.41,18.9,34.5,14.2,8.4
1,0,20.3,1.25,19.9,43.7,8.0,28.0
7,1,312.4,9.45,29.7,72.7,100.0,0.0
2,0,10.7,2.03,17.3,37.4,25.9,30.7
2,0,32.9,1.4,20.2,32.3,24.9,30.8
9,1,221.8,6.76,33.7,54.0,100.0,19.7
9,1,431.9,10.8,31.3,91.9,100.0,0.0
2,0,1.9,2.6,18.5,29.0,54.2,43.4
12,0,7.4,2.19,19.7,32.7,26.9,25.2
4,0,83.8,2.92,21.9,43.0,58.2,17.8
4,0,83.1,3.51,26.7,41.5,53.4,47.4
4,0,134.4,3.37,26.0,56.8,69.5,14.8
6,1,128.5,4.87,28.7,44.8,100.0,41.8
3,0,99.9,3.56,25.1,41.4,67.7,52.4
6,1,269.5,8.36,30.0,80.2,100.0,0.0
3,0,93.3,3.31,29.5,38.2,67.3,31.7
1,0,4.4,1.74,22.7,31.5,9.3,42.3
5,0,116.5,3.88,24.7,45.9,87.9,30.7
9,1,274.7,8.1,29.7,66.1,100.0,5.0
10,0,89.8,3.12,25.8,43.2,55.1,48.3
5,0,76.7,2.78,29.0,42.9,54.8,39.2
4,0,77.5,3.19,27.4,41.7,72.7,40.5
10,0,67.4,3.09,27.2,43.7,49.3,30.7
9,1,229.3,7.41,32.3,63.7,100.0,0.0
10,0,71.0,2.21,25.5,41.3,42.7,33.4
11,0,5.7,1.01,23.4,34.0,12.9,34.8
10,0,35.4,2.45,27.0,39.3,49.0,48.9
12,0,6.7,2.52,17.9,31.2,30.9,18.6
5,0,77.3,3.14,26.4,52.9,70.1,20.8
5,0,69.1,2.64,30.1,33.7,57.5,51.5
4,0,77.1,3.18,25.9,39.1,73.5,38.3
3,0,86.5,2.55,29.4,33.4,52.0,45.1
9,1,131.7,6.12,29.4,40.3,100.0,48.9
9,1,292.9,8.67,29.1,75.5,100.0,0.0
10,0,61.2,2.32,28.6,47.6,31.8,32.3
3,0,55.7,2.51,24.8,35.7,40.8,51.3
6,1,217.1,6.73,33.1,57.9,100.0,30.9
3,0,9.4,2.47,27.9,30.2,32.7,55.0
11,0,6.3,1.5,17.8,41.7,23.3,26.6
4,0,102.4,3.64,26.8,55.0,63.9,22.0
2,0,0.0,1.84,18.6,42.7,22.4,23.1
7,1,266.1,7.58,31.9,63.2,100.0,0.0
11,0,31.6,2.25,24.7,37.6,42.9,51.1
11,0,10.9,1.88,19.1,39.5,30.5,33.4
2,0,18.2,0.93,21.3,35.6,11.7,32.1
4,0,106.9,3.79,27.1,38.9,72.0,26.0
2,0,9.9,1.67,20.1,31.4,5.5,31.8
4,0,98.6,3.55,26.6,49.3,75.6,25.1
7,1,128.3,5.29,28.9,52.4,89.1,32.0
4,0,54.2,2.74,27.8,34.8,44.1,39.0
1,0,6.2,2.43,19.3,36.8,33.8,40.1
7,1,206.4,6.12,28.7,64.0,100.0,6.3
1,0,27.7,1.85,22.5,27.6,42.0,44.4
3,0,63.9,3.18,27.2,35.6,70.9,50.9
1,0,1.0,1.81,19.4,44.7,32.2,35.3
2,0,3.1,1.84,23.4,33.3,14.5,33.6
6,1,210.4,8.56,26.4,54.8,100.0,0.0
11,0,35.3,2.57,23.2,37.3,46.2,34.9
10,0,83.0,3.84,24.8,47.7,66.7,28.8
2,0,10.7,1.53,20.5,22.5,15.1,55.9
1,0,23.4,1.37,18.5,39.6,26.0,27.3
5,0,62.1,2.55,24.7,37.7,40.5,49.4
8,1,150.9,6.14,34.3,37.0,100.0,38.4
9,1,106.2,5.07,35.6,37.8,100.0,48.9
10,0,116.5,4.07,26.4,45.6,74.4,23.5
5,0,0.0,1.37,27.8,27.6,9.4,52.6
3,0,96.3,3.2,27.1,41.0,55.0,43.0
1,0,9.9,1.59,24.3,26.9,23.9,28.2
2,0,10.5,2.14,14.7,32.5,21.1,21.2
1,0,33.6,2.68,20.9,34.8,44.6,43.0
11,0,7.1,1.04,18.2,40.8,0.0,25.1
4,0,47.6,2.91,21.1,41.4,41.2,36.1
10,0,65.7,2.42,26.1,38.6,34.3,55.3
7,1,211.9,7.22,35.6,48.1,100.0,30.8
7,1,146.0,5.5,29.4,46.5,100.0,36.7
6,1,58.8,4.82,33.0,36.1,88.0,75.0
10,0,41.4,2.08,30.0,34.7,18.5,55.9
1,0,29.1,2.19,20.0,36.0,31.7,31.2
2,0,15.8,2.18,20.3,23.1,21.5,50.6
6,1,214.7,6.47,26.7,57.5,100.0,13.0
5,0,61.4,2.68,25.2,36.6,45.1,37.5
7,1,129.2,5.12,33.3,38.2,100.0,40.4
9,1,309.2,8.58,31.2,69.4,100.0,4.5
8,1,165.5,5.75,31.9,53.4,100.0,23.1
4,0,55.4,3.27,27.3,36.3,46.5,53.2
4,0,106.2,3.26,32.5,44.9,63.7,43.4
10,0,46.2,2.76,25.9,28.6,45.1,61.9
3,0,50.4,2.7,31.0,31.2,42.3,49.2
7,1,180.8,5.48,31.3,42.4,100.0,22.6
7,1,180.0,6.61,35.2,46.7,100.0,41.9
10,0,78.6,2.22,23.9,37.4,36.3,22.9
9,1,341.1,9.9,31.5,82.4,100.0,0.0
6,1,205.9,6.51,30.0,58.9,100.0,23.5
4,0,0.0,1.51,27.3,33.2,33.5,39.9
5,0,80.8,2.34,30.1,35.9,43.5,49.3
5,0,71.3,3.0,27.9,33.2,42.4,54.4
3,0,71.4,3.48,30.1,31.4,67.9,50.4
8,1,198.9,6.19,29.3,57.7,100.0,4.1
3,0,69.1,2.52,24.9,49.5,44.3,25.0
8,1,175.9,6.49,31.0,53.6,100.0,14.9
10,0,90.2,3.59,26.9,40.1,65.0,35.3
12,0,9.0,0.22,19.5,34.8,0.0,32.3
2,0,4.6,2.8,17.6,36.4,29.7,25.6
10,0,169.8,5.21,30.0,61.6,100.0,18.3
2,0,7.1,2.06,19.1,42.0,36.9,41.4
5,0,73.3,2.88,30.6,37.8,52.7,49.6
3,0,20.6,0.8,27.0,32.0,6.7,61.9
2,0,16.3,2.23,21.6,36.6,14.0,49.3
3,0,39.2,1.94,28.4,35.6,37.7,44.1
1,0,10.1,2.03,17.9,35.1,21.4,32.8
10,0,104.5,3.46,27.9,39.1,77.6,32.2
1,0,20.2,2.05,24.8,38.3,30.9,30.1
5,0,88.8,2.81,27.6,41.3,50.5,38.6
9,1,43.6,4.09,33.3,34.7,55.8,51.1
12,0,35.2,1.49,21.7,46.1,41.4,31.3
11,0,1.9,2.89,20.8,36.3,47.7,24.8
2,0,31.8,3.48,20.5,40.2,64.6,30.7
12,0,26.2,3.0,21.4,52.8,66.0,10.7
8,1,224.5,7.95,32.9,58.4,100.0,20.5
3,0,41.8,2.28,23.6,31.9,46.6,37.4
6,1,191.7,7.23,31.6,52.1,100.0,17.7
12,0,9.8,1.64,19.5,43.6,27.9,37.2
5,0,71.0,1.99,26.0,33.4,30.4,37.9
3,0,61.8,3.64,30.2,31.3,59.1,53.4
11,0,0.0,2.18,18.2,41.0,30.2,26.9
12,0,27.3,2.03,16.5,39.5,20.6,25.8
12,0,14.1,1.05,22.0,34.0,12.2,48.0
12,0,9.7,1.34,16.4,43.7,14.1,28.1
11,0,8.8,0.58,15.2,35.6,0.0,20.6
6,1,207.6,7.42,33.3,47.2,100.0,35.9
3,0,40.5,1.35,27.4,27.2,14.8,45.0
8,1,6.4,3.0,32.2,28.1,48.8,61.4
3,0,83.4,2.66,25.9,43.1,54.3,30.5
6,1,220.0,6.24,27.5,57.5,100.0,12.9
8,1,164.6,6.14,28.0,46.5,100.0,12.3
12,0,2.4,1.35,19.3,33.5,8.6,43.0
4,0,72.9,3.46,23.8,47.5,65.3,25.0
4,0,21.7,1.17,27.8,26.9,8.5,52.8
9,1,100.9,4.26,29.8,37.9,86.2,49.9
1,0,6.7,0.2,20.5,28.7,0.0,34.7
7,1,245.0,6.29,31.4,59.8,100.0,25.9
9,1,152.1,6.82,32.0,48.9,100.0,29.1
7,1,145.5,6.86,32.2,56.6,100.0,27.9
5,0,134.5,4.25,26.1,50.4,82.4,31.6
10,0,81.6,2.64,27.5,40.0,53.0,38.8
5,0,81.2,2.94,27.6,44.4,44.4,44.1
9,1,151.5,6.25,24.9,56.3,100.0,0.0
6,1,134.1,5.07,32.6,41.1,100.0,36.5
1,0,0.0,1.64,20.4,45.2,33.9,33.6
7,1,254.6,7.78,32.4,62.1,100.0,15.5
1,0,19.9,1.56,16.8,40.7,30.5,28.8
12,0,13.0,1.44,19.2,39.3,25.4,35.4
8,1,169.4,6.26,28.3,54.5,100.0,24.3
5,0,94.3,2.8,28.9,48.7,54.6,36.3
6,1,60.3,4.18,27.5,34.1,64.6,27.6
8,1,134.6,5.11,28.7,51.2,95.4,35.8
4,0,32.5,2.23,28.3,33.0,27.5,44.8
4,0,128.5,4.9,25.4,53.8,92.0,18.7
6,1,247.4,7.55,28.7,63.1,100.0,0.5
4,0,0.0,2.05,29.3,24.8,11.1,64.6
10,0,20.0,0.83,29.4,33.2,7.5,46.7
2,0,13.5,1.49,21.8,36.4,21.5,22.2
10,0,54.4,2.6,29.1,30.8,46.1,43.6
5,0,26.3,3.18,26.4,39.5,54.9,50.3
7,1,329.7,8.12,30.5,78.7,100.0,0.0
2,0,18.4,1.81,18.4,37.7,21.4,21.4
5,0,85.7,4.09,27.4,38.6,77.5,41.0
10,0,47.2,1.97,25.7,38.4,30.2,31.6
4,0,93.8,3.25,25.9,46.6,75.5,23.1
2,0,10.8,1.92,21.5,26.5,39.6,45.0
7,1,158.2,5.97,34.0,48.4,100.0,36.5
2,0,21.7,2.87,21.0,39.7,28.9,23.9
4,0,16.2,2.09,31.5,15.5,28.7,74.3
6,1,303.0,9.56,29.2,73.0,100.0,0.0
7,1,194.0,6.36,26.4,61.5,100.0,0.0
8,1,278.6,7.83,32.8,68.5,100.0,1.3
9,1,97.2,4.51,29.1,45.3,99.1,29.1
11,0,4.8,0.9,19.3,33.6,18.7,36.4
1,0,2.2,1.83,15.6,32.7,33.3,34.0
5,0,78.3,2.83,24.8,32.9,58.7,35.4
1,0,15.7,1.41,16.2,44.8,8.9,26.5
1,0,9.9,2.0,18.9,39.9,27.4,35.7
3,0,36.5,1.54,26.0,40.5,26.1,47.9
8,1,82.5,4.81,31.2,33.8,87.4,53.1
11,0,14.5,1.5,23.1,37.7,18.5,48.3
10,0,54.6,3.29,28.7,27.7,67.3,55.8
8,1,127.2,5.01,26.9,43.2,95.1,13.8
10,0,121.1,4.3,28.5,46.0,94.5,23.3
3,0,67.3,2.95,27.3,41.6,56.8,36.3
11,0,29.0,2.53,19.8,46.9,34.9,22.8
11,0,9.1,1.75,19.9,34.2,12.9,38.6
2,0,17.7,0.86,20.5,31.9,0.0,30.9
6,1,175.7,6.82,29.3,48.4,100.0,37.5
10,0,14.0,1.73,26.5,27.4,19.7,53.5
6,1,290.0,8.97,34.0,77.4,100.0,0.0
11,0,13.5,2.18,18.2,41.2,16.8,21.1
12,0,23.2,1.5,17.4,45.1,25.4,12.5
6,1,122.1,4.59,30.8,42.4,91.3,36.0
1,0,13.2,2.16,17.2,38.2,24.8,26.5
5,0,41.4,2.15,22.7,41.6,27.9,31.1
3,0,110.8,4.28,26.1,43.2,83.5,41.1
6,1,204.0,6.67,34.6,51.4,100.0,25.8
8,1,208.3,7.48,30.9,53.1,100.0,16.1
6,1,284.6,8.65,31.4,65.3,100.0,4.5
3,0,108.2,3.84,21.7,49.1,78.1,12.9
4,0,95.3,3.18,28.1,37.7,70.2,42.6
9,1,70.5,4.25,31.2,37.0,77.3,39.2
1,0,7.3,2.36,18.3,37.9,33.7,19.8
3,0,36.9,2.2,27.5,32.7,31.1,50.2
11,0,23.0,2.28,20.4,33.0,25.8,33.8
2,0,16.9,1.87,17.4,39.2,18.7,18.9
5,0,24.1,2.06,27.8,28.8,14.8,55.6
3,0,63.8,3.81,30.0,35.8,77.1,50.2
2,0,0.0,2.22,19.4,39.9,33.7,26.3
6,1,175.9,6.27,28.8,47.1,100.0,17.2
7,1,52.5,3.88,30.6,44.3,71.6,47.3
3,0,87.5,2.83,29.1,39.4,57.4,32.4
1,0,19.2,1.78,16.9,41.4,19.5,17.8
2,0,36.0,2.41,21.4,34.5,35.0,39.1
8,1,245.3,8.12,29.3,69.1,100.0,0.0
11,0,10.3,2.16,20.6,34.4,49.2,33.1
3,0,97.0,2.77,25.6,42.1,64.1,22.2
